significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude,spotterId
0.05,25.6,8.82,38.207,70.112,39.806,74.921,2022-05-23T00:40:25.000Z,22.30463,39.1036,SPOT-1576
0.02,25.6,9.76,354.579,75.382,349.579,77.446,2022-05-23T01:10:25.000Z,22.30462,39.1036,SPOT-1576
0.01,25.6,5.8,225.0,77.887,320.44,79.838,2022-05-23T01:40:25.000Z,22.30462,39.1036,SPOT-1576
0.05,20.48,8.24,80.311,74.147,90.988,78.698,2022-05-23T02:10:25.000Z,22.30462,39.1036,SPOT-1576
0.03,20.48,4.84,162.474,80.235,180.0,80.91,2022-05-23T02:40:25.000Z,22.30465,39.10362,SPOT-1576
0.01,14.62,2.8,21.882,75.643,14.826,79.623,2022-05-23T03:10:25.000Z,22.30465,39.10362,SPOT-1576
0.01,12.8,3.52,1.637,76.756,152.592,78.583,2022-05-23T03:40:25.000Z,22.30463,39.10362,SPOT-1576
0.01,20.48,3.06,33.69,80.311,90.0,80.671,2022-05-23T04:10:25.000Z,22.30463,39.10362,SPOT-1576
0.02,17.06,3.46,51.34,73.865,73.142,79.651,2022-05-23T04:40:25.000Z,22.30465,39.10362,SPOT-1576
0.04,17.06,4.72,16.699,74.569,29.745,80.387,2022-05-23T05:10:25.000Z,22.30465,39.1036,SPOT-1576
0.04,2.68,3.18,75.069,32.95,70.434,73.722,2022-05-23T05:40:25.000Z,22.30467,39.1036,SPOT-1576
0.03,25.6,4.58,148.593,70.721,146.31,76.474,2022-05-23T06:10:25.000Z,22.30467,39.1036,SPOT-1576
0.03,25.6,3.28,203.552,79.326,146.31,79.733,2022-05-23T06:40:25.000Z,22.30468,39.1036,SPOT-1576
0.03,25.6,3.68,211.651,77.558,217.405,80.176,2022-05-23T07:10:25.000Z,22.30467,39.10362,SPOT-1576
0.02,25.6,2.84,78.627,73.665,88.34,78.247,2022-05-23T07:40:25.000Z,22.30465,39.10362,SPOT-1576
0.08,25.6,6.32,339.347,75.326,358.091,79.831,2022-05-23T08:10:25.000Z,22.30465,39.10362,SPOT-1576
0.13,17.06,9.0,227.816,75.724,202.249,79.123,2022-05-23T08:40:25.000Z,22.30467,39.1036,SPOT-1576
0.07,17.06,5.76,344.846,72.725,340.233,78.289,2022-05-23T09:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,17.06,3.72,151.332,74.491,156.801,78.889,2022-05-23T09:40:25.000Z,22.30467,39.10358,SPOT-1576
0.04,9.3,3.5,160.382,76.665,157.989,78.995,2022-05-23T10:10:25.000Z,22.30467,39.10358,SPOT-1576
0.04,25.6,3.58,328.229,72.367,332.56,78.674,2022-05-23T10:40:25.000Z,22.30467,39.1036,SPOT-1576
0.02,7.3,1.96,170.85,74.813,106.504,79.905,2022-05-23T11:10:25.000Z,22.30463,39.10363,SPOT-1576
0.05,20.48,4.34,126.669,73.955,148.496,79.575,2022-05-23T11:40:25.000Z,22.30467,39.10358,SPOT-1576
0.03,25.6,3.22,296.086,72.067,313.831,78.235,2022-05-23T12:10:25.000Z,22.30467,39.10358,SPOT-1576
0.04,20.48,3.62,210.772,70.159,180.0,79.55,2022-05-23T12:40:25.000Z,22.30468,39.1036,SPOT-1576
0.08,20.48,6.14,64.344,75.242,32.856,78.733,2022-05-23T13:10:25.000Z,22.30468,39.1036,SPOT-1576
0.07,25.6,6.38,200.98,75.176,169.778,78.535,2022-05-23T13:40:25.000Z,22.30458,39.10368,SPOT-1576
0.03,20.48,3.6,143.842,77.108,136.809,78.322,2022-05-23T14:10:25.000Z,22.3046,39.10373,SPOT-1576
0.03,4.86,3.52,8.842,77.337,67.964,79.214,2022-05-23T15:40:25.000Z,22.30468,39.1036,SPOT-1576
0.01,20.48,4.84,230.194,80.095,156.975,79.289,2022-05-23T16:10:25.000Z,22.30468,39.1036,SPOT-1576
0.03,14.62,4.12,60.255,79.09,21.541,79.394,2022-05-23T17:10:25.000Z,22.30467,39.10362,SPOT-1576
0.02,25.6,4.36,23.405,78.084,298.301,80.442,2022-05-23T17:40:25.000Z,22.30468,39.1036,SPOT-1576
0.02,7.3,3.78,119.694,75.31,125.218,78.517,2022-05-23T18:40:25.000Z,22.30467,39.10362,SPOT-1576
0.04,17.06,6.5,104.744,79.457,103.069,78.719,2022-05-23T19:10:25.000Z,22.30467,39.10362,SPOT-1576
0.06,25.6,9.6,333.654,76.247,336.801,80.119,2022-05-23T19:40:25.000Z,22.30467,39.1036,SPOT-1576
0.01,17.06,5.8,148.938,72.694,137.663,78.581,2022-05-23T20:10:25.000Z,22.30467,39.1036,SPOT-1576
0.05,17.06,7.12,79.695,76.473,146.31,80.311,2022-05-23T20:40:25.000Z,22.30465,39.10358,SPOT-1576
0.05,25.6,9.02,359.519,76.17,67.38,79.469,2022-05-23T21:10:25.000Z,22.30465,39.10358,SPOT-1576
0.07,25.6,10.12,191.976,78.311,187.199,77.143,2022-05-23T21:40:25.000Z,22.30467,39.10358,SPOT-1576
0.06,17.06,8.6,169.939,75.877,192.529,78.053,2022-05-23T22:10:25.000Z,22.30467,39.10358,SPOT-1576
0.12,25.6,14.06,154.026,69.965,152.354,69.943,2022-05-23T22:40:25.000Z,22.30463,39.1036,SPOT-1576
0.17,25.6,15.28,158.78,68.455,160.628,71.244,2022-05-23T23:10:25.000Z,22.30465,39.10358,SPOT-1576
0.07,25.6,10.64,169.902,78.037,30.256,79.921,2022-05-23T23:40:25.000Z,22.30467,39.10358,SPOT-1576
0.08,25.6,10.5,329.845,76.067,347.905,77.552,2022-05-24T00:10:25.000Z,22.30467,39.10358,SPOT-1576
0.04,12.8,7.22,141.605,75.482,83.991,80.268,2022-05-24T00:40:25.000Z,22.30465,39.10357,SPOT-1576
0.04,25.6,8.28,302.112,73.939,309.623,76.097,2022-05-24T01:10:25.000Z,22.30465,39.10357,SPOT-1576
0.05,25.6,9.08,201.801,79.739,231.17,78.917,2022-05-24T01:40:25.000Z,22.30465,39.10357,SPOT-1576
0.07,20.48,10.02,44.556,73.449,29.899,79.18,2022-05-24T02:10:25.000Z,22.30465,39.10357,SPOT-1576
0.05,17.06,7.22,57.995,79.52,94.236,79.949,2022-05-24T02:40:25.000Z,22.30463,39.10358,SPOT-1576
0.02,6.02,3.68,60.573,75.521,168.311,79.847,2022-05-24T03:10:25.000Z,22.30463,39.10358,SPOT-1576
0.03,14.62,5.72,176.486,76.371,149.036,79.865,2022-05-24T03:40:25.000Z,22.30463,39.10358,SPOT-1576
0.01,17.06,3.48,154.638,73.972,155.433,79.49,2022-05-24T04:10:25.000Z,22.30463,39.10358,SPOT-1576
0.02,5.38,3.7,143.973,79.944,277.125,80.387,2022-05-24T04:40:25.000Z,22.30463,39.10358,SPOT-1576
0.03,25.6,7.56,159.102,78.662,135.674,78.612,2022-05-24T05:40:25.000Z,22.30465,39.1036,SPOT-1576
0.02,20.48,4.34,147.381,79.844,128.66,78.713,2022-05-24T06:10:25.000Z,22.30465,39.1036,SPOT-1576
0.02,17.06,4.32,92.831,73.458,80.538,78.334,2022-05-24T06:40:25.000Z,22.30465,39.1036,SPOT-1576
0.02,20.48,2.86,143.169,68.42,138.504,78.231,2022-05-24T07:10:25.000Z,22.30465,39.1036,SPOT-1576
0.02,25.6,3.4,15.005,76.949,53.13,79.63,2022-05-24T07:40:25.000Z,22.30465,39.1036,SPOT-1576
0.06,25.6,6.34,245.225,79.886,198.435,79.128,2022-05-24T08:10:25.000Z,22.30465,39.1036,SPOT-1576
0.06,25.6,6.1,101.211,76.416,95.793,78.234,2022-05-24T09:10:25.000Z,22.30467,39.1036,SPOT-1576
0.05,25.6,5.06,199.29,74.011,176.532,78.366,2022-05-24T09:40:25.000Z,22.30465,39.10358,SPOT-1576
0.03,25.6,3.56,122.217,73.879,120.847,77.636,2022-05-24T10:10:25.000Z,22.30465,39.10358,SPOT-1576
0.03,3.64,2.12,92.799,60.614,94.289,77.786,2022-05-24T11:10:25.000Z,22.30467,39.10358,SPOT-1576
0.05,20.48,3.78,155.2,74.434,142.595,78.445,2022-05-24T11:40:25.000Z,22.30468,39.1036,SPOT-1576
0.03,1.28,2.0,37.807,78.067,113.318,78.487,2022-05-24T12:10:25.000Z,22.30468,39.1036,SPOT-1576
0.05,5.38,3.46,52.058,74.869,67.62,78.062,2022-05-24T12:40:25.000Z,22.30467,39.10362,SPOT-1576
0.07,17.06,5.38,219.256,76.123,161.565,80.274,2022-05-24T13:10:25.000Z,22.30467,39.10362,SPOT-1576
0.09,25.6,7.26,122.05,69.455,124.756,73.602,2022-05-24T13:40:25.000Z,22.30468,39.1036,SPOT-1576
0.03,25.6,3.12,324.504,74.49,42.797,79.558,2022-05-24T14:10:25.000Z,22.30467,39.10367,SPOT-1576
0.01,20.48,2.18,257.905,78.728,104.036,80.865,2022-05-24T14:40:25.000Z,22.30468,39.10363,SPOT-1576
0.02,17.06,3.54,72.759,79.817,58.841,79.013,2022-05-24T15:40:25.000Z,22.3047,39.10362,SPOT-1576
0.01,10.24,3.14,132.184,77.532,127.972,76.799,2022-05-24T16:10:25.000Z,22.3047,39.1036,SPOT-1576
0.02,25.6,3.94,328.285,76.773,329.808,78.468,2022-05-24T16:40:25.000Z,22.30468,39.10358,SPOT-1576
0.02,25.6,4.64,197.796,77.586,326.31,80.886,2022-05-24T17:10:25.000Z,22.30468,39.10358,SPOT-1576
0.02,6.02,4.14,230.906,78.541,333.435,80.673,2022-05-24T17:40:25.000Z,22.30467,39.1036,SPOT-1576
0.01,25.6,4.12,15.642,76.806,21.161,79.701,2022-05-24T18:10:25.000Z,22.30467,39.10358,SPOT-1576
0.02,25.6,4.08,319.268,71.001,329.899,77.806,2022-05-24T18:40:25.000Z,22.30467,39.1036,SPOT-1576
0.02,20.48,4.6,266.961,76.416,295.463,78.216,2022-05-24T19:10:25.000Z,22.30467,39.1036,SPOT-1576
0.05,25.6,8.4,308.437,70.831,316.931,78.495,2022-05-24T19:40:25.000Z,22.30465,39.1036,SPOT-1576
0.06,20.48,8.72,168.44,79.23,216.656,78.877,2022-05-24T20:10:25.000Z,22.30465,39.10358,SPOT-1576
0.05,10.24,6.46,206.188,75.452,306.158,79.743,2022-05-24T20:40:25.000Z,22.30467,39.10358,SPOT-1576
0.07,25.6,10.4,323.842,79.743,337.521,79.776,2022-05-24T21:10:25.000Z,22.30467,39.1036,SPOT-1576
0.06,17.06,9.42,221.326,77.91,335.556,80.549,2022-05-24T21:40:25.000Z,22.30467,39.10358,SPOT-1576
0.07,25.6,9.86,154.018,73.74,150.945,78.963,2022-05-24T22:10:25.000Z,22.30467,39.10358,SPOT-1576
0.1,25.6,10.56,171.656,77.969,167.347,76.948,2022-05-24T23:10:25.000Z,22.30463,39.10358,SPOT-1576
0.05,17.06,7.88,60.781,78.305,62.723,78.125,2022-05-24T23:40:25.000Z,22.30465,39.10357,SPOT-1576
0.07,25.6,11.22,235.443,73.409,223.708,77.213,2022-05-25T00:10:25.000Z,22.30465,39.10357,SPOT-1576
0.03,14.62,5.9,12.44,75.311,4.399,76.787,2022-05-25T00:40:25.000Z,22.30465,39.10357,SPOT-1576
0.01,20.48,4.52,279.689,77.664,288.8,79.038,2022-05-25T01:10:25.000Z,22.30465,39.10357,SPOT-1576
0.05,25.6,8.18,19.983,76.252,326.31,79.878,2022-05-25T01:40:25.000Z,22.30465,39.10357,SPOT-1576
0.07,25.6,10.34,189.028,76.618,204.027,77.346,2022-05-25T02:10:25.000Z,22.30465,39.10358,SPOT-1576
0.02,25.6,4.08,9.689,77.664,119.745,80.709,2022-05-25T02:40:25.000Z,22.30463,39.1036,SPOT-1576
0.01,25.6,4.22,220.601,79.555,233.13,80.032,2022-05-25T03:40:25.000Z,22.30462,39.1036,SPOT-1576
0.01,2.92,2.76,127.333,74.921,213.111,79.934,2022-05-25T04:10:25.000Z,22.30462,39.1036,SPOT-1576
0.03,7.86,4.46,244.058,79.382,173.157,80.025,2022-05-25T04:40:25.000Z,22.30463,39.1036,SPOT-1576
0.05,11.36,5.86,160.56,79.588,149.036,80.099,2022-05-25T05:40:25.000Z,22.30465,39.1036,SPOT-1576
0.01,25.6,3.42,45.902,73.571,55.081,78.427,2022-05-25T06:10:25.000Z,22.30465,39.1036,SPOT-1576
0.01,25.6,4.1,217.164,77.886,218.047,79.863,2022-05-25T06:40:25.000Z,22.30467,39.10362,SPOT-1576
0.01,25.6,4.42,275.44,77.615,284.036,79.545,2022-05-25T07:10:25.000Z,22.30465,39.10362,SPOT-1576
0.01,25.6,2.2,157.964,77.356,180.0,80.272,2022-05-25T07:40:25.000Z,22.30465,39.10362,SPOT-1576
0.02,12.8,5.04,161.732,76.612,90.0,80.751,2022-05-25T08:10:25.000Z,22.30465,39.10362,SPOT-1576
0.1,25.6,9.98,158.942,72.661,155.308,77.143,2022-05-25T08:40:25.000Z,22.30465,39.10362,SPOT-1576
0.04,20.48,3.92,119.358,78.817,55.305,80.4,2022-05-25T09:10:25.000Z,22.30465,39.1036,SPOT-1576
0.03,14.62,2.46,153.56,72.484,145.098,78.925,2022-05-25T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.03,20.48,2.12,60.255,72.252,74.168,78.222,2022-05-25T10:40:25.000Z,22.30465,39.1036,SPOT-1576
0.03,1.3,1.74,45.591,75.4,50.194,80.407,2022-05-25T11:10:25.000Z,22.30465,39.1036,SPOT-1576
0.05,3.0,2.52,202.145,64.668,138.532,78.723,2022-05-25T11:40:25.000Z,22.30467,39.1036,SPOT-1576
0.04,1.36,2.0,137.726,78.029,111.371,79.048,2022-05-25T12:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,20.48,2.58,57.995,80.278,75.964,79.711,2022-05-25T12:40:25.000Z,22.30467,39.1036,SPOT-1576
0.04,20.48,2.88,188.027,77.846,158.199,80.171,2022-05-25T13:10:25.000Z,22.30467,39.1036,SPOT-1576
0.08,20.48,5.94,293.279,73.239,285.461,79.074,2022-05-25T13:40:25.000Z,22.30467,39.1036,SPOT-1576
0.02,17.06,2.7,37.147,79.372,97.927,77.806,2022-05-25T14:10:25.000Z,22.30467,39.10362,SPOT-1576
0.02,20.48,2.76,190.389,78.576,101.634,79.642,2022-05-25T14:40:25.000Z,22.30468,39.10362,SPOT-1576
0.02,20.48,3.8,145.944,75.69,109.516,77.638,2022-05-25T15:10:25.000Z,22.30468,39.10362,SPOT-1576
0.02,5.12,3.12,126.529,71.106,100.081,79.198,2022-05-25T15:40:25.000Z,22.3047,39.10357,SPOT-1576
0.01,17.06,6.12,108.65,74.039,133.919,78.003,2022-05-25T16:10:25.000Z,22.3047,39.10357,SPOT-1576
0.02,4.44,3.2,236.793,78.382,333.435,80.762,2022-05-25T16:40:25.000Z,22.30468,39.10357,SPOT-1576
0.01,17.06,3.62,16.144,79.446,316.848,80.155,2022-05-25T17:10:25.000Z,22.30468,39.10357,SPOT-1576
0.02,25.6,4.12,187.722,78.635,173.047,79.376,2022-05-25T17:40:25.000Z,22.30467,39.10357,SPOT-1576
0.03,7.86,4.38,192.804,80.13,9.462,80.303,2022-05-25T18:10:25.000Z,22.30467,39.10357,SPOT-1576
0.01,5.38,3.24,329.036,80.099,270.0,80.91,2022-05-25T18:40:25.000Z,22.30467,39.10358,SPOT-1576
0.05,25.6,8.82,243.435,79.147,266.1,79.263,2022-05-25T19:10:25.000Z,22.30465,39.10358,SPOT-1576
0.06,25.6,9.5,52.154,73.728,46.123,78.119,2022-05-25T20:10:25.000Z,22.30465,39.1036,SPOT-1576
0.05,25.6,9.1,222.155,71.432,278.881,79.735,2022-05-25T20:40:25.000Z,22.30463,39.10362,SPOT-1576
0.06,25.6,10.08,339.656,68.833,341.565,73.129,2022-05-25T21:10:25.000Z,22.30463,39.10362,SPOT-1576
0.07,20.48,9.74,147.763,75.653,119.358,80.298,2022-05-25T21:40:25.000Z,22.30463,39.1036,SPOT-1576
0.05,17.06,7.76,357.166,76.919,16.074,78.559,2022-05-25T22:10:25.000Z,22.30463,39.10358,SPOT-1576
0.18,25.6,15.08,159.677,71.325,161.015,71.316,2022-05-25T22:40:25.000Z,22.30458,39.10362,SPOT-1576
0.06,25.6,9.68,281.482,78.399,331.557,78.837,2022-05-25T23:40:25.000Z,22.30465,39.10358,SPOT-1576
0.07,20.48,10.4,255.5,78.62,33.69,80.886,2022-05-26T00:10:25.000Z,22.30465,39.10358,SPOT-1576
0.04,17.06,7.4,18.435,77.048,36.254,80.288,2022-05-26T00:40:25.000Z,22.30465,39.10358,SPOT-1576
0.04,17.06,6.84,331.46,78.417,330.751,79.886,2022-05-26T01:10:25.000Z,22.30465,39.10358,SPOT-1576
0.03,20.48,5.42,121.827,78.278,304.992,80.544,2022-05-26T01:40:25.000Z,22.30465,39.10357,SPOT-1576
0.09,25.6,12.96,191.094,72.328,199.269,75.692,2022-05-26T02:10:25.000Z,22.30465,39.10357,SPOT-1576
0.05,25.6,9.64,186.89,70.81,199.587,73.859,2022-05-26T02:40:25.000Z,22.30465,39.10355,SPOT-1576
0.03,17.06,6.5,64.323,78.71,10.62,80.381,2022-05-26T03:10:25.000Z,22.30465,39.10357,SPOT-1576
0.03,14.62,6.5,288.199,77.926,288.435,79.893,2022-05-26T03:40:25.000Z,22.30465,39.10357,SPOT-1576
0.01,20.48,3.1,1.042,78.82,270.0,80.312,2022-05-26T04:10:25.000Z,22.30465,39.10357,SPOT-1576
0.02,25.6,3.5,17.879,79.728,1.432,79.428,2022-05-26T04:40:25.000Z,22.30465,39.10358,SPOT-1576
0.08,17.06,8.92,161.966,75.465,123.69,80.167,2022-05-26T05:10:25.000Z,22.30465,39.10358,SPOT-1576
0.02,25.6,5.46,115.067,78.271,105.642,77.883,2022-05-26T05:40:25.000Z,22.30467,39.10358,SPOT-1576
0.01,25.6,4.18,122.106,73.528,124.641,78.336,2022-05-26T06:10:25.000Z,22.30467,39.1036,SPOT-1576
0.01,20.48,5.34,1.637,76.756,351.741,78.508,2022-05-26T07:10:25.000Z,22.30467,39.1036,SPOT-1576
0.05,12.8,6.2,202.681,71.885,185.064,77.824,2022-05-26T07:40:25.000Z,22.30463,39.1036,SPOT-1576
0.04,2.68,2.84,40.349,44.452,57.131,77.903,2022-05-26T08:10:25.000Z,22.30463,39.1036,SPOT-1576
0.03,14.62,3.9,112.027,75.224,69.057,77.518,2022-05-26T08:40:25.000Z,22.30465,39.10362,SPOT-1576
0.02,17.06,2.34,54.846,73.831,70.115,79.024,2022-05-26T09:10:25.000Z,22.30465,39.10362,SPOT-1576
0.03,20.48,2.78,3.192,70.372,37.569,77.033,2022-05-26T09:40:25.000Z,22.30467,39.1036,SPOT-1576
0.03,20.48,2.44,67.59,76.761,79.765,78.077,2022-05-26T10:10:25.000Z,22.30467,39.1036,SPOT-1576
0.03,1.26,2.24,60.005,68.867,98.653,79.164,2022-05-26T10:40:25.000Z,22.30467,39.1036,SPOT-1576
0.03,3.2,2.3,161.496,69.908,86.864,78.079,2022-05-26T11:10:25.000Z,22.30465,39.1036,SPOT-1576
0.04,2.62,3.26,50.339,74.768,360.0,80.272,2022-05-26T11:40:25.000Z,22.30465,39.1036,SPOT-1576
0.03,2.32,2.18,171.625,54.335,158.791,78.13,2022-05-26T12:10:25.000Z,22.30465,39.1036,SPOT-1576
0.03,1.26,2.1,185.833,73.251,133.264,80.099,2022-05-26T12:40:25.000Z,22.30467,39.10362,SPOT-1576
0.04,17.06,3.04,264.226,77.405,145.62,80.112,2022-05-26T13:10:25.000Z,22.30467,39.10362,SPOT-1576
0.03,1.36,2.04,83.884,75.246,116.565,78.874,2022-05-26T13:40:25.000Z,22.30467,39.10362,SPOT-1576
0.02,1.34,1.86,117.216,79.454,170.134,80.099,2022-05-26T14:10:25.000Z,22.30467,39.10362,SPOT-1576
0.02,1.36,1.6,187.431,79.17,109.44,78.858,2022-05-26T14:40:25.000Z,22.30468,39.10362,SPOT-1576
0.01,25.6,2.26,182.437,79.144,180.0,80.392,2022-05-26T15:40:25.000Z,22.30465,39.10365,SPOT-1576
0.04,3.64,2.92,94.271,55.066,95.088,74.999,2022-05-26T16:10:25.000Z,22.30465,39.10363,SPOT-1576
0.02,6.02,3.78,92.845,74.371,136.637,80.042,2022-05-26T17:10:25.000Z,22.30468,39.10362,SPOT-1576
0.02,20.48,4.36,190.774,70.37,194.899,76.431,2022-05-26T17:40:25.000Z,22.30468,39.1036,SPOT-1576
0.01,3.4,2.84,289.983,79.626,270.0,80.552,2022-05-26T18:10:25.000Z,22.30468,39.10358,SPOT-1576
0.03,14.62,5.52,293.318,78.487,336.541,78.707,2022-05-26T18:40:25.000Z,22.30468,39.10358,SPOT-1576
0.01,25.6,3.76,37.596,75.866,40.914,78.635,2022-05-26T19:10:25.000Z,22.30468,39.10358,SPOT-1576
0.02,25.6,9.9,256.015,69.565,257.471,75.744,2022-05-26T19:40:25.000Z,22.30467,39.10358,SPOT-1576
0.07,25.6,10.48,195.35,78.906,266.634,79.668,2022-05-26T20:10:25.000Z,22.30465,39.10358,SPOT-1576
0.06,25.6,10.68,203.295,74.561,173.946,78.356,2022-05-26T20:40:25.000Z,22.30465,39.1036,SPOT-1576
0.04,11.36,6.58,268.409,71.964,4.574,80.029,2022-05-26T21:10:25.000Z,22.30465,39.1036,SPOT-1576
0.06,9.3,6.08,360.0,69.148,49.304,78.373,2022-05-26T21:40:25.000Z,22.30465,39.1036,SPOT-1576
0.07,25.6,10.78,349.071,74.952,1.169,79.064,2022-05-26T22:10:25.000Z,22.30465,39.1036,SPOT-1576
0.17,25.6,14.08,153.983,73.252,155.126,70.776,2022-05-26T22:40:25.000Z,22.3046,39.10362,SPOT-1576
0.03,20.48,5.3,158.587,76.567,170.838,78.502,2022-05-26T23:40:25.000Z,22.30463,39.10358,SPOT-1576
0.07,25.6,10.94,210.294,71.787,222.94,77.035,2022-05-27T00:10:25.000Z,22.30463,39.10358,SPOT-1576
0.05,25.6,9.38,154.592,73.68,116.565,78.51,2022-05-27T00:40:25.000Z,22.30465,39.10358,SPOT-1576
0.07,25.6,9.92,164.258,74.646,181.992,76.335,2022-05-27T01:40:25.000Z,22.30465,39.10357,SPOT-1576
0.07,25.6,10.92,226.081,78.003,232.927,78.763,2022-05-27T02:10:25.000Z,22.30463,39.10358,SPOT-1576
0.05,25.6,9.52,163.578,77.006,174.958,79.665,2022-05-27T02:40:25.000Z,22.30463,39.10358,SPOT-1576
0.02,25.6,4.14,228.633,77.412,187.125,79.416,2022-05-27T03:10:25.000Z,22.30463,39.10358,SPOT-1576
0.01,20.48,7.16,173.497,72.931,170.015,75.102,2022-05-27T03:40:25.000Z,22.30463,39.1036,SPOT-1576
0.09,25.6,10.44,354.053,75.076,63.435,80.138,2022-05-27T05:10:25.000Z,22.30463,39.10358,SPOT-1576
0.02,25.6,6.34,42.474,77.122,103.431,78.253,2022-05-27T05:40:25.000Z,22.30462,39.10363,SPOT-1576
0.01,20.48,2.62,274.343,74.489,280.125,78.743,2022-05-27T06:10:25.000Z,22.30465,39.10363,SPOT-1576
0.02,2.92,2.48,202.43,73.29,270.0,79.872,2022-05-27T06:40:25.000Z,22.30465,39.1036,SPOT-1576
0.02,4.08,3.26,149.749,45.341,158.523,78.389,2022-05-27T07:10:25.000Z,22.30465,39.1036,SPOT-1576
0.02,20.48,4.3,60.736,75.579,88.409,78.124,2022-05-27T07:40:25.000Z,22.30465,39.1036,SPOT-1576
0.01,17.06,3.84,137.175,71.628,136.79,77.359,2022-05-27T08:10:25.000Z,22.30465,39.1036,SPOT-1576
0.03,17.06,3.96,65.714,77.384,80.538,79.324,2022-05-27T08:40:25.000Z,22.30463,39.1036,SPOT-1576
0.02,25.6,3.68,2.322,78.04,8.13,80.466,2022-05-27T09:10:25.000Z,22.30463,39.1036,SPOT-1576
0.03,3.52,2.52,109.686,59.146,110.854,77.387,2022-05-27T09:40:25.000Z,22.30463,39.10362,SPOT-1576
0.03,20.48,3.78,167.709,73.416,167.142,77.201,2022-05-27T10:10:25.000Z,22.30463,39.1036,SPOT-1576
0.02,10.24,1.88,17.83,73.571,360.0,80.312,2022-05-27T11:10:25.000Z,22.30463,39.10358,SPOT-1576
0.04,20.48,3.88,133.325,76.087,123.232,78.234,2022-05-27T11:40:25.000Z,22.30462,39.10358,SPOT-1576
0.03,2.56,2.58,243.667,61.072,255.069,79.163,2022-05-27T12:10:25.000Z,22.30462,39.10358,SPOT-1576
0.03,17.06,3.88,140.054,76.785,199.558,77.769,2022-05-27T12:40:25.000Z,22.30465,39.1036,SPOT-1576
0.03,20.48,4.1,239.657,79.125,105.945,79.867,2022-05-27T13:10:25.000Z,22.30465,39.1036,SPOT-1576
0.02,25.6,4.14,120.355,72.245,115.731,77.294,2022-05-27T14:10:25.000Z,22.30465,39.1036,SPOT-1576
0.01,17.06,2.94,110.951,70.993,104.797,78.828,2022-05-27T14:40:25.000Z,22.3047,39.1036,SPOT-1576
0.03,2.92,2.78,86.999,70.511,90.0,78.616,2022-05-27T15:10:25.000Z,22.3047,39.1036,SPOT-1576
0.01,25.6,3.3,32.905,76.914,64.722,77.811,2022-05-27T15:40:25.000Z,22.3047,39.10358,SPOT-1576
0.01,20.48,7.3,356.186,80.431,358.807,79.104,2022-05-27T16:10:25.000Z,22.30468,39.1036,SPOT-1576
0.02,20.48,4.7,155.556,72.971,174.428,77.697,2022-05-27T17:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,25.6,8.44,317.403,72.571,247.834,78.685,2022-05-27T17:40:25.000Z,22.30467,39.1036,SPOT-1576
0.01,17.06,4.16,279.7,76.183,234.09,79.598,2022-05-27T18:10:25.000Z,22.30467,39.1036,SPOT-1576
0.04,20.48,7.78,108.435,76.917,112.203,78.905,2022-05-27T18:40:25.000Z,22.30465,39.10362,SPOT-1576
0.04,20.48,8.06,354.048,72.139,338.997,76.129,2022-05-27T19:10:25.000Z,22.30463,39.1036,SPOT-1576
0.02,25.6,4.68,83.66,75.842,72.979,78.973,2022-05-27T19:40:25.000Z,22.30465,39.1036,SPOT-1576
0.06,25.6,10.1,312.839,74.852,306.87,78.616,2022-05-27T20:10:25.000Z,22.30465,39.1036,SPOT-1576
0.05,20.48,9.02,0.541,76.716,24.52,78.508,2022-05-27T20:40:25.000Z,22.30463,39.1036,SPOT-1576
0.06,25.6,10.1,329.036,79.396,326.821,78.529,2022-05-27T21:10:25.000Z,22.30463,39.1036,SPOT-1576
0.07,25.6,10.4,320.22,68.702,319.923,73.14,2022-05-27T21:40:25.000Z,22.30463,39.1036,SPOT-1576
0.06,14.62,8.0,132.773,70.218,143.997,73.911,2022-05-27T22:10:25.000Z,22.30463,39.1036,SPOT-1576
0.17,25.6,14.8,148.756,73.754,153.556,72.186,2022-05-27T22:40:25.000Z,22.3046,39.1036,SPOT-1576
0.04,12.8,5.84,154.281,72.146,161.454,74.272,2022-05-27T23:10:25.000Z,22.30462,39.10358,SPOT-1576
0.06,25.6,9.72,340.931,77.56,154.799,80.281,2022-05-27T23:40:25.000Z,22.3046,39.10357,SPOT-1576
0.06,25.6,10.44,173.418,75.669,180.0,78.616,2022-05-28T00:10:25.000Z,22.3046,39.10358,SPOT-1576
0.04,25.6,8.74,215.91,79.598,99.462,79.815,2022-05-28T00:40:25.000Z,22.30462,39.10358,SPOT-1576
0.02,25.6,4.56,356.165,73.581,13.761,79.005,2022-05-28T01:10:25.000Z,22.30462,39.10358,SPOT-1576
0.05,25.6,8.66,344.745,77.803,347.969,78.52,2022-05-28T01:40:25.000Z,22.30463,39.10357,SPOT-1576
0.06,17.06,8.5,147.426,77.571,193.241,80.334,2022-05-28T02:10:25.000Z,22.30463,39.10357,SPOT-1576
0.04,25.6,8.56,199.46,74.462,196.991,77.99,2022-05-28T02:40:25.000Z,22.30465,39.10358,SPOT-1576
